anime_id,title,genre,type,episodes,rating,members,set
10378,shinryaku!? ika musume,"Comedy, Shounen, Slice of Life",TV,12,7.62,45613,"{'Slice of Life', 'Comedy', 'TV', 'Shounen'}"
31327,shokugeki no souma ova,"Ecchi, School, Shounen",OVA,3,7.62,24456,"{'Ecchi', 'School', 'OVA', 'Shounen'}"
3369,shoubushi densetsu tetsuya,"Game, Historical, Shounen",TV,20,7.62,3735,"{'TV', 'Shounen', 'Game', 'Historical'}"
8197,so ra no wo to specials,"Military, Music, Sci-Fi, Slice of Life",Special,2,7.62,16491,"{'Sci-Fi', 'Military', 'Special', 'Music', 'Slice of Life'}"
1072,sweat punch,"Action, Fantasy, Historical, Mecha",OVA,5,7.62,26679,"{'OVA', 'Action', 'Historical', 'Mecha', 'Fantasy'}"
18499,yozakura quartet: tsuki ni naku,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.62,13790,"{'Super Power', 'Shounen', 'OVA', 'Action', 'Comedy', 'Supernatural', 'Magic'}"
5075,yuusha keisatsu j-decker,"Action, Adventure, Mecha, Police, Sci-Fi",TV,48,7.62,1116,"{'Adventure', 'TV', 'Police', 'Sci-Fi', 'Action', 'Mecha'}"
1195,zero no tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13,7.62,346828,"{'Harem', 'Adventure', 'TV', 'School', 'Action', 'Romance', 'Ecchi', 'Comedy', 'Magic', 'Fantasy'}"
1003,aa! megami-sama! (tv) specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,3,7.61,19257,"{'Romance', 'Special', 'Comedy', 'Supernatural', 'Seinen', 'Magic'}"
11235,amagami ss+ plus,"Comedy, Romance, School, Slice of Life",TV,13,7.61,73813,"{'TV', 'School', 'Romance', 'Comedy', 'Slice of Life'}"
586,ayakashi: japanese classic horror,"Fantasy, Historical, Horror",TV,11,7.61,34938,"{'TV', 'Historical', 'Horror', 'Fantasy'}"
4981,casshern sins,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24,7.61,80307,"{'Adventure', 'TV', 'Drama', 'Sci-Fi', 'Action', 'Psychological'}"
2961,digimon adventure movie,"Action, Fantasy, Kids, Sci-Fi",Movie,1,7.61,60753,"{'Sci-Fi', 'Action', 'Movie', 'Kids', 'Fantasy'}"
1747,freedom,"Action, Adventure, Sci-Fi",OVA,7,7.61,13918,"{'Sci-Fi', 'Adventure', 'Action', 'OVA'}"
2409,gokudou-kun manyuuki,"Adventure, Comedy, Fantasy, Magic",TV,26,7.61,8131,"{'Adventure', 'TV', 'Comedy', 'Magic', 'Fantasy'}"
4039,golgo 13 (tv),"Action, Adventure, Drama, Seinen, Thriller",TV,50,7.61,18687,"{'Adventure', 'TV', 'Drama', 'Action', 'Thriller', 'Seinen'}"
2458,kimagure orange☆road ova,"Comedy, Drama, Magic, Romance, School",OVA,8,7.61,3542,"{'OVA', 'Drama', 'School', 'Romance', 'Comedy', 'Magic'}"
22693,lady jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,52,7.61,3085,"{'TV', 'Romance', 'Shoujo', 'Magic', 'Fantasy'}"
1563,magic knight rayearth ii,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,29,7.61,19209,"{'Adventure', 'TV', 'Drama', 'Romance', 'Mecha', 'Shoujo', 'Magic', 'Fantasy'}"
1289,mobile police patlabor: the new files,"Comedy, Mecha, Police, Sci-Fi",OVA,16,7.61,3952,"{'OVA', 'Police', 'Sci-Fi', 'Comedy', 'Mecha'}"
9181,motto to love-ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988,"{'Harem', 'TV', 'Shounen', 'School', 'Sci-Fi', 'Ecchi', 'Comedy'}"
33091,planetarian: chiisana hoshi no yume,"Drama, Sci-Fi",ONA,5,7.61,38303,"{'Drama', 'ONA', 'Sci-Fi'}"
9979,precure all stars movie dx3: mirai ni todoke! sekai wo tsunagu☆nijiiro no hana,"Action, Fantasy, Magic, Shoujo",Movie,1,7.61,2842,"{'Action', 'Movie', 'Shoujo', 'Magic', 'Fantasy'}"
1608,salaryman kintarou,"Comedy, Drama, Seinen",TV,20,7.61,4151,"{'Drama', 'Comedy', 'TV', 'Seinen'}"
5277,sekirei: pure engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,13,7.61,113911,"{'Harem', 'Super Power', 'TV', 'Action', 'Ecchi', 'Comedy'}"
18523,senyuu. 2,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.61,30726,"{'TV', 'Shounen', 'Action', 'Parody', 'Comedy', 'Fantasy'}"
7041,seto no hanayome ova specials,"Comedy, Parody, School",Special,2,7.61,7011,"{'Parody', 'School', 'Comedy', 'Special'}"
2923,shugo chara!,"Comedy, Magic, School, Shoujo",TV,51,7.61,121108,"{'TV', 'School', 'Comedy', 'Shoujo', 'Magic'}"
9930,snow halation,Music,Music,1,7.61,8731,{'Music'}
31297,tokyo ghoul: &quot;pinto&quot;,"Action, Drama, Horror, Mystery, Psychological, Supernatural",OVA,1,7.61,52312,"{'OVA', 'Drama', 'Action', 'Horror', 'Mystery', 'Supernatural', 'Psychological'}"
1919,urusei yatsura ova,"Adventure, Comedy, Sci-Fi",OVA,11,7.61,2470,"{'Comedy', 'Adventure', 'Sci-Fi', 'OVA'}"
18753,yahari ore no seishun love comedy wa machigatteiru. ova,"Comedy, Romance, School",OVA,1,7.61,80676,"{'School', 'Comedy', 'OVA', 'Romance'}"
18497,yozakura quartet: hana no uta,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,13,7.61,58245,"{'Super Power', 'TV', 'Shounen', 'Action', 'Comedy', 'Supernatural', 'Magic'}"
21639,yu☆gi☆oh! arc-v,"Action, Fantasy, Game, Shounen",TV,Unknown,7.61,17571,"{'TV', 'Shounen', 'Game', 'Action', 'Fantasy'}"
283,akage no anne,"Drama, Historical, Slice of Life",TV,50,7.6,9460,"{'Drama', 'Slice of Life', 'TV', 'Historical'}"
2889,bleach movie 2: the diamonddust rebellion - mou hitotsu no hyourinmaru,"Action, Adventure, Shounen, Supernatural",Movie,1,7.6,134739,"{'Adventure', 'Shounen', 'Action', 'Movie', 'Supernatural'}"
18671,chuunibyou demo koi ga shitai! ren,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.6,208885,"{'TV', 'Drama', 'School', 'Romance', 'Comedy', 'Slice of Life'}"
16934,chuunibyou demo koi ga shitai!: kirameki no... slapstick noel,"Comedy, School",Special,1,7.6,72085,"{'School', 'Comedy', 'Special'}"
1479,city hunter: kinkyuu namachuukei!? kyouakuhan saeba ryou no saigo,Shounen,Special,1,7.6,2506,"{'Shounen', 'Special'}"
2171,detective conan movie 11: jolly roger in the deep azure,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.6,18847,"{'Adventure', 'Shounen', 'Police', 'Movie', 'Comedy', 'Mystery'}"
32948,fune wo amu,"Drama, Slice of Life",TV,11,7.6,28620,"{'Drama', 'Slice of Life', 'TV'}"
3213,ganbare genki,"Action, Comedy, Shounen, Sports",TV,35,7.6,805,"{'TV', 'Shounen', 'Action', 'Comedy', 'Sports'}"
19195,ghost in the shell: arise - border:4 ghost stands alone,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.6,19565,"{'Police', 'Sci-Fi', 'Movie', 'Psychological', 'Mecha'}"
21273,gochuumon wa usagi desu ka?,"Comedy, Slice of Life",TV,12,7.6,82999,"{'Slice of Life', 'Comedy', 'TV'}"
5998,hottarake no shima: haruka to mahou no kagami,Fantasy,Movie,1,7.6,6517,"{'Movie', 'Fantasy'}"
2330,jibaku-kun,"Adventure, Comedy, Fantasy",TV,26,7.6,6036,"{'Comedy', 'Adventure', 'TV', 'Fantasy'}"
3449,kamichu! specials,"Comedy, Drama, Slice of Life, Supernatural",Special,4,7.6,6978,"{'Drama', 'Special', 'Comedy', 'Supernatural', 'Slice of Life'}"
218,kidou senkan nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,7.6,27976,"{'Space', 'Shounen', 'TV', 'Sci-Fi', 'Action', 'Military', 'Romance', 'Parody', 'Comedy', 'Mecha'}"
1047,on your mark,"Drama, Music, Sci-Fi",Music,1,7.6,13661,"{'Drama', 'Sci-Fi', 'Music'}"
22539,"one more time, one more chance","Drama, Music, Romance, Slice of Life",Music,1,7.6,5660,"{'Drama', 'Slice of Life', 'Romance', 'Music'}"
16287,one piece: romance dawn,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.6,8326,"{'Super Power', 'Shounen', 'OVA', 'Action', 'Comedy', 'Fantasy'}"
8476,otome youkai zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,7.6,61957,"{'TV', 'Demons', 'Military', 'Romance', 'Seinen', 'Historical', 'Supernatural'}"
13587,persona 4 the animation: no one is alone,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,7.6,26501,"{'Super Power', 'Adventure', 'School', 'Sci-Fi', 'Special', 'Mystery', 'Supernatural'}"
10257,pretty rhythm: aurora dream,"Music, Shoujo, Slice of Life, Sports",TV,51,7.6,9431,"{'TV', 'Shoujo', 'Music', 'Sports', 'Slice of Life'}"
10731,prince of tennis: eikokushiki teikyuu shiro kessen!,"Action, Comedy, School, Shounen, Sports",Movie,1,7.6,6162,"{'Shounen', 'School', 'Action', 'Movie', 'Comedy', 'Sports'}"
23281,psycho-pass 2,"Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435,"{'TV', 'Police', 'Sci-Fi', 'Action', 'Psychological'}"
166,samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991,"{'TV', 'Sci-Fi', 'Samurai', 'Historical', 'Mecha'}"
8317,sayonara zetsubou sensei jo: zoku zetsubou shoujo senshuu,"Comedy, Parody, School",Special,1,7.6,6752,"{'Parody', 'School', 'Comedy', 'Special'}"
8557,shinryaku! ika musume,"Comedy, Shounen, Slice of Life",TV,12,7.6,95242,"{'Slice of Life', 'Comedy', 'TV', 'Shounen'}"
1913,shonan junai gumi!,"Action, Comedy, School",OVA,5,7.6,20261,"{'School', 'Comedy', 'Action', 'OVA'}"
25801,shouwa genroku rakugo shinjuu: yotarou hourou-hen,"Drama, Josei",OVA,2,7.6,3208,"{'Josei', 'Drama', 'OVA'}"
6802,so ra no wo to,"Military, Music, Sci-Fi, Slice of Life",TV,12,7.6,84390,"{'TV', 'Sci-Fi', 'Military', 'Music', 'Slice of Life'}"
30911,tales of zestiria the x,"Action, Adventure, Fantasy",TV,12,7.6,107325,"{'TV', 'Adventure', 'Action', 'Fantasy'}"
200,tenshi na konamaiki,"Comedy, Magic, Romance, Shounen",TV,50,7.6,15077,"{'TV', 'Shounen', 'Romance', 'Comedy', 'Magic'}"
3613,toshokan sensou,"Action, Comedy, Military, Romance",TV,12,7.6,38882,"{'TV', 'Action', 'Military', 'Romance', 'Comedy'}"
3712,zero no tsukaima: princesses no rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.6,210891,"{'Harem', 'Adventure', 'TV', 'School', 'Action', 'Romance', 'Ecchi', 'Comedy', 'Magic', 'Fantasy'}"
22419,acchi kocchi,Dementia,Movie,1,7.59,3433,"{'Movie', 'Dementia'}"
13709,afro samurai movie,"Action, Adventure, Samurai",Movie,1,7.59,21622,"{'Samurai', 'Adventure', 'Action', 'Movie'}"
1474,city hunter: ai to shukumei no magnum,"Action, Comedy, Mystery, Shounen",Movie,1,7.59,3368,"{'Shounen', 'Action', 'Movie', 'Comedy', 'Mystery'}"
15199,code geass: boukoku no akito 3 - kagayaku mono ten yori otsu,"Action, Mecha, Military",Movie,1,7.59,45069,"{'Movie', 'Mecha', 'Action', 'Military'}"
8687,doraemon (2005),"Comedy, Kids, Sci-Fi, Shounen",TV,Unknown,7.59,2980,"{'TV', 'Shounen', 'Sci-Fi', 'Comedy', 'Kids'}"
10765,hikaru no go special,"Comedy, Game, Shounen, Supernatural",OVA,1,7.59,4253,"{'OVA', 'Shounen', 'Game', 'Comedy', 'Supernatural'}"
9023,katekyo hitman reborn!: mr. rebokku no ciao ciao interview,Comedy,Special,3,7.59,12153,"{'Comedy', 'Special'}"
1454,kemonozume,"Action, Demons, Horror, Romance, Supernatural",TV,13,7.59,33086,"{'TV', 'Demons', 'Action', 'Romance', 'Horror', 'Supernatural'}"
3392,kiniro no corda: primo passo - hitonatsu no encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.59,17967,"{'Harem', 'School', 'Romance', 'Special', 'Music', 'Shoujo'}"
2971,kyou kara maou! r,"Adventure, Comedy, Fantasy",OVA,5,7.59,14845,"{'Comedy', 'Adventure', 'OVA', 'Fantasy'}"
98,mai-hime,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,7.59,76492,"{'TV', 'Drama', 'School', 'Action', 'Romance', 'Shoujo Ai', 'Comedy', 'Mecha', 'Magic', 'Fantasy'}"
20541,mikakunin de shinkoukei,"Comedy, Romance, School, Slice of Life",TV,12,7.59,133385,"{'TV', 'School', 'Romance', 'Comedy', 'Slice of Life'}"
1095,mobile police patlabor: the movie,"Drama, Mecha, Military, Police",Movie,1,7.59,14779,"{'Drama', 'Police', 'Military', 'Movie', 'Mecha'}"
593,mugen no ryvius,"Drama, Mecha, Military, Psychological, Sci-Fi, Space",TV,26,7.59,22714,"{'Space', 'TV', 'Drama', 'Sci-Fi', 'Military', 'Psychological', 'Mecha'}"
32566,noblesse: pamyeol-ui sijak,"Action, Adventure, Supernatural",OVA,1,7.59,12418,"{'OVA', 'Adventure', 'Action', 'Supernatural'}"
2680,one piece: straw hat theater,"Adventure, Fantasy, Shounen",Special,5,7.59,17153,"{'Shounen', 'Adventure', 'Fantasy', 'Special'}"
32026,osomatsu-san special,"Comedy, Parody",Special,1,7.59,5005,"{'Parody', 'Comedy', 'Special'}"
708,patapata hikousen no bouken,"Adventure, Sci-Fi",TV,26,7.59,2629,"{'TV', 'Adventure', 'Sci-Fi'}"
10445,perfect day,Music,Music,1,7.59,7743,{'Music'}
13391,rakuen tsuihou: expelled from paradise,"Action, Mecha, Sci-Fi",Movie,1,7.59,46678,"{'Movie', 'Mecha', 'Sci-Fi', 'Action'}"
2596,shinreigari: ghost hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469,"{'TV', 'Sci-Fi', 'Supernatural', 'Mystery', 'Psychological'}"
441,shoujo kakumei utena: adolescence mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1,7.59,22219,"{'Drama', 'Dementia', 'Romance', 'Movie', 'Shoujo', 'Fantasy'}"
5262,shugo chara!! doki,"Comedy, Magic, School, Shoujo",TV,51,7.59,60384,"{'TV', 'School', 'Comedy', 'Shoujo', 'Magic'}"
1372,taiho shichau zo (1996),"Action, Comedy, Police, Seinen",TV,47,7.59,12156,"{'TV', 'Police', 'Action', 'Comedy', 'Seinen'}"
2337,tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.59,1826,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Mecha'}"
24627,yamada-kun to 7-nin no majo (ova),"Comedy, Romance, School, Shounen",OVA,2,7.59,33816,"{'OVA', 'Shounen', 'School', 'Romance', 'Comedy'}"
102,aishiteruze baby★★,"Comedy, Drama, Romance, Shoujo",TV,26,7.58,63959,"{'TV', 'Drama', 'Romance', 'Comedy', 'Shoujo'}"
24919,aoki hagane no arpeggio: ars nova dc,"Action, Sci-Fi, Seinen",Movie,1,7.58,11943,"{'Movie', 'Sci-Fi', 'Action', 'Seinen'}"
1686,bleach movie 1: memories of nobody,"Action, Adventure, Super Power",Movie,1,7.58,151598,"{'Movie', 'Super Power', 'Adventure', 'Action'}"
1681,brave story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",Movie,1,7.58,24523,"{'Adventure', 'Kids', 'Action', 'Movie', 'Supernatural', 'Magic', 'Fantasy'}"
2800,candy candy,"Drama, Shoujo, Slice of Life",TV,115,7.58,11893,"{'Drama', 'Slice of Life', 'Shoujo', 'TV'}"
27601,chuunibyou demo koi ga shitai! ren: the rikka wars,"Comedy, Drama, Romance, School, Slice of Life",Special,1,7.58,31808,"{'Drama', 'School', 'Romance', 'Special', 'Comedy', 'Slice of Life'}"
22839,cross road,"School, Slice of Life",Special,1,7.58,23038,"{'Slice of Life', 'School', 'Special'}"
356,fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,"{'TV', 'Action', 'Romance', 'Supernatural', 'Magic', 'Fantasy'}"
6922,fate/stay night movie: unlimited blade works,"Action, Fantasy, Magic, Supernatural",Movie,1,7.58,110983,"{'Action', 'Movie', 'Supernatural', 'Magic', 'Fantasy'}"
4061,grimm masterpiece theater ii,"Adventure, Comedy, Fantasy, Kids, Magic",TV,23,7.58,1169,"{'Adventure', 'Kids', 'TV', 'Comedy', 'Magic', 'Fantasy'}"
28607,hetalia: the world twinkle,"Comedy, Historical, Parody",ONA,15,7.58,15872,"{'Parody', 'ONA', 'Comedy', 'Historical'}"
9834,level e,"Comedy, Sci-Fi, Shounen",TV,13,7.58,55252,"{'TV', 'Comedy', 'Sci-Fi', 'Shounen'}"
10075,naruto x ut,"Action, Comedy, Martial Arts, Shounen, Super Power",OVA,1,7.58,23465,"{'Super Power', 'Shounen', 'OVA', 'Action', 'Comedy', 'Martial Arts'}"
5854,shin chou kyou ryo: condor hero iii,"Action, Adventure, Drama, Historical, Romance",TV,26,7.58,1377,"{'Adventure', 'TV', 'Drama', 'Action', 'Romance', 'Historical'}"
2257,taiyou no kiba dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",TV,75,7.58,1825,"{'TV', 'Shounen', 'Drama', 'Sci-Fi', 'Military', 'Mecha'}"
11889,the idolm@ster: 765 pro to iu monogatari,"Comedy, Drama, Music",Special,1,7.58,13342,"{'Drama', 'Comedy', 'Special', 'Music'}"
1459,uchuu no kishi tekkaman blade,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49,7.58,8546,"{'Adventure', 'Space', 'Shounen', 'TV', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Romance', 'Mecha'}"
8676,amagami ss,"Comedy, Romance, School, Slice of Life",TV,25,7.57,157223,"{'TV', 'School', 'Romance', 'Comedy', 'Slice of Life'}"
10719,boku wa tomodachi ga sukunai,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.57,325664,"{'Harem', 'TV', 'School', 'Romance', 'Ecchi', 'Comedy', 'Seinen', 'Slice of Life'}"
59,chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26,7.57,266846,"{'TV', 'Drama', 'Sci-Fi', 'Romance', 'Ecchi', 'Comedy', 'Seinen'}"
4186,chrome shelled regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615,"{'Adventure', 'TV', 'Sci-Fi', 'School', 'Action', 'Fantasy'}"
17121,dareka no manazashi,"Drama, Slice of Life",Movie,1,7.57,28138,"{'Movie', 'Drama', 'Slice of Life'}"
6231,detective conan magic file 3: shinichi and ran - memories of mahjong tiles and tanabata,"Mystery, Shounen",OVA,1,7.57,7187,"{'Shounen', 'OVA', 'Mystery'}"
7045,doraemon movie 21: nobita no taiyou ou densetsu,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen",Movie,1,7.57,1970,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Historical', 'Kids', 'Fantasy'}"
15613,hakkenden: touhou hakken ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.57,61017,"{'TV', 'Action', 'Supernatural', 'Shoujo', 'Fantasy'}"
6895,hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.57,90612,"{'TV', 'Drama', 'Action', 'Samurai', 'Historical', 'Supernatural', 'Josei'}"
379,heppoko jikken animation excel♥saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198,"{'TV', 'Shounen', 'Sci-Fi', 'Parody', 'Comedy'}"
10209,kore wa zombie desu ka? ova,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2,7.57,73826,"{'Harem', 'OVA', 'Action', 'Ecchi', 'Comedy', 'Supernatural', 'Magic'}"
12053,mardock scramble: the third exhaust,"Action, Psychological, Sci-Fi",Movie,1,7.57,20459,"{'Movie', 'Psychological', 'Sci-Fi', 'Action'}"
5713,minami-ke betsubara,"Comedy, Slice of Life",OVA,1,7.57,21534,"{'Slice of Life', 'Comedy', 'OVA'}"
24227,nisekoi ova,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287,"{'Harem', 'Shounen', 'OVA', 'School', 'Romance', 'Comedy'}"
6187,nodame cantabile ova,"Comedy, Josei, Music, Romance, Slice of Life",OVA,1,7.57,17667,"{'OVA', 'Romance', 'Music', 'Comedy', 'Josei', 'Slice of Life'}"
490,paniponi dash!,"Comedy, Parody, School",TV,26,7.57,38532,"{'Parody', 'School', 'Comedy', 'TV'}"
64,rozen maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.57,128688,"{'TV', 'Drama', 'Action', 'Comedy', 'Seinen', 'Magic'}"
5671,saki,"Game, School, Slice of Life",TV,25,7.57,55970,"{'TV', 'Slice of Life', 'School', 'Game'}"
5355,sengoku basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.57,93940,"{'Super Power', 'TV', 'Action', 'Samurai', 'Historical', 'Martial Arts'}"
20671,shashinkan,"Drama, Historical, Slice of Life",Movie,1,7.57,1910,"{'Movie', 'Drama', 'Slice of Life', 'Historical'}"
1728,super gals! kotobuki ran,"Comedy, Shoujo, Slice of Life",TV,52,7.57,10369,"{'TV', 'Slice of Life', 'Comedy', 'Shoujo'}"
567,the big o,"Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26,7.57,45843,"{'TV', 'Sci-Fi', 'Action', 'Mystery', 'Psychological', 'Mecha'}"
1911,top wo nerae! &amp; top wo nerae 2! gattai movie!!,"Comedy, Mecha, Shounen",Movie,2,7.57,8079,"{'Movie', 'Mecha', 'Comedy', 'Shounen'}"
481,yu☆gi☆oh! duel monsters,"Adventure, Game, Shounen",TV,224,7.57,132099,"{'TV', 'Adventure', 'Game', 'Shounen'}"
5244,aria the natural: sono futatabi deaeru kiseki ni...,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,1,7.56,10069,"{'Shounen', 'Sci-Fi', 'Special', 'Slice of Life', 'Fantasy'}"
12187,carnival phantasm ex season,"Comedy, Supernatural",OVA,1,7.56,22955,"{'Comedy', 'OVA', 'Supernatural'}"
31553,charlotte: tsuyoi monotachi,"School, Super Power",Special,1,7.56,39137,"{'Super Power', 'School', 'Special'}"
1477,city hunter: the secret service,"Action, Comedy, Mystery, Shounen",Special,1,7.56,2956,"{'Shounen', 'Action', 'Special', 'Comedy', 'Mystery'}"
24655,date a live movie: mayuri judgment,"Harem, Romance, Sci-Fi",Movie,1,7.56,48673,"{'Harem', 'Sci-Fi', 'Movie', 'Romance'}"
1368,detective conan ova 06: follow the vanished diamond! conan &amp; heiji vs. kid!,"Comedy, Mystery, Police, Shounen",OVA,1,7.56,8436,"{'Shounen', 'OVA', 'Police', 'Comedy', 'Mystery'}"
2392,doraemon movie 26: nobita no kyouryuu 2006,"Adventure, Comedy, Kids",Movie,1,7.56,2262,"{'Movie', 'Comedy', 'Adventure', 'Kids'}"
18465,genshiken nidaime,"Comedy, Parody, Slice of Life",TV,13,7.56,29952,"{'Parody', 'Slice of Life', 'Comedy', 'TV'}"
852,gokinjo monogatari,"Comedy, Drama, Romance, Slice of Life",TV,50,7.56,7279,"{'TV', 'Drama', 'Romance', 'Comedy', 'Slice of Life'}"
9865,hetalia axis powers fan disc,"Comedy, Historical, Parody",OVA,3,7.56,8070,"{'Parody', 'Comedy', 'OVA', 'Historical'}"
6399,higashi no eden: falling down,Music,Music,1,7.56,9881,{'Music'}
3652,higurashi no naku koro ni rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463,"{'OVA', 'Thriller', 'Comedy', 'Supernatural', 'Mystery', 'Psychological'}"
22763,kara no kyoukai: mirai fukuin - extra chorus,"Drama, Mystery, Seinen, Supernatural",Special,1,7.56,14891,"{'Drama', 'Special', 'Seinen', 'Mystery', 'Supernatural'}"
5710,keroro gunsou movie 4: gekishin dragon warriors de arimasu!,Comedy,Movie,1,7.56,2048,"{'Movie', 'Comedy'}"
1091,mobile suit gundam ii: soldiers of sorrow,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.56,11325,"{'Space', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Movie', 'Mecha'}"
7877,"momoko, kaeru no uta ga kikoeru yo.","Drama, School, Slice of Life",Movie,1,7.56,1113,"{'Movie', 'Drama', 'Slice of Life', 'School'}"
28149,nihon animator mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,7.56,16942,"{'Space', 'ONA', 'Dementia', 'School', 'Action', 'Military', 'Sci-Fi', 'Ecchi', 'Music', 'Supernatural', 'Mecha', 'Fantasy'}"
34136,orange: mirai,"Drama, Romance, School, Sci-Fi, Shoujo",Movie,1,7.56,29969,"{'Drama', 'School', 'Sci-Fi', 'Romance', 'Movie', 'Shoujo'}"
131,saiyuuki reload gunlock,"Action, Adventure, Comedy, Fantasy, Shoujo",TV,26,7.56,11233,"{'Adventure', 'TV', 'Action', 'Comedy', 'Shoujo', 'Fantasy'}"
879,simoun,"Drama, Magic, Military, Romance, Shoujo Ai",TV,26,7.56,24664,"{'TV', 'Drama', 'Military', 'Romance', 'Shoujo Ai', 'Magic'}"
1642,sugar sugar rune,"Fantasy, Magic, Shoujo",TV,51,7.56,16484,"{'TV', 'Shoujo', 'Magic', 'Fantasy'}"
5712,tanoshii muumin ikka bouken nikki,"Adventure, Fantasy, Kids, Slice of Life",TV,26,7.56,2740,"{'Adventure', 'TV', 'Slice of Life', 'Kids', 'Fantasy'}"
14189,tasogare otome x amnesia: taima otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176,"{'Shounen', 'School', 'Romance', 'Special', 'Horror', 'Mystery', 'Supernatural'}"
885,tenshi no tamago,"Dementia, Drama, Fantasy",OVA,1,7.56,35634,"{'Drama', 'Dementia', 'OVA', 'Fantasy'}"
3974,tetsuwan birdy decode,"Action, Comedy, Sci-Fi",TV,13,7.56,50384,"{'Sci-Fi', 'Comedy', 'Action', 'TV'}"
9047,toaru kagaku no railgun: misaka-san wa ima chuumoku no mato desukara,"Action, Sci-Fi, Super Power",OVA,1,7.56,37609,"{'Super Power', 'Sci-Fi', 'Action', 'OVA'}"
2203,waga seishun no arcadia: mugen kidou ssx,"Action, Adventure, Drama, Sci-Fi, Space",TV,22,7.56,2587,"{'Adventure', 'Space', 'TV', 'Drama', 'Sci-Fi', 'Action'}"
156,x,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,24,7.56,51004,"{'Super Power', 'TV', 'Drama', 'Action', 'Romance', 'Shoujo', 'Magic', 'Fantasy'}"
29,zipang,"Action, Drama, Historical, Military, Sci-Fi, Seinen",TV,26,7.56,8630,"{'TV', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Historical', 'Seinen'}"
12149,akb0048,"Music, Sci-Fi",TV,13,7.55,37763,"{'Music', 'Sci-Fi', 'TV'}"
18893,aoki hagane no arpeggio: ars nova,"Action, Sci-Fi, Seinen",TV,12,7.55,84708,"{'TV', 'Sci-Fi', 'Action', 'Seinen'}"
